Timestamp,What country do you work in?,Where is the closest major city or hub?,Biotech sub industry?,Company or Institution Name,Company Details - public/private/start-up/ subsidiary of,Company Detail - Approximate Company Size,Role / Title of current position,Highest achieved Formal Education,List other relevant and recognized certifications,[Optional] Briefly describe your position,Years of Experience,Compensation - Annual Base Salary/Pay,Compensation - Overtime Pay,Compensation - Annual Target Bonus ($),Compensation - Annual Equity,Compensation - Sign on Bonus Value,Compensation - Stock Options,Compensation - Retirement Benefits (free text),Compensation - Healthcare Benefits (free text),Compensation - Most recent annual yearly raise (%),[OPTIONAL] Sign on - Relocation Assistance Total Value,[Optional] Company Review
4/4/2023 22:44:52,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Senior Research Associate,Masters or Equivalent,None,NA,2,94500,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,NA,NA,NA,NA,Company/Institution does not have annual yearly raise,NA,NA
4/4/2023 22:46:40,United States,Boston,Pharmaceutical (including “big pharma”),Sanofi,Public,5000+,Senior Research Associate,Masters or Equivalent,None,CMC,2,88900,N/A (no overtime/salaried),8800,Not Applicable/None,NA,NA,NA,NA,4%,NA,:( not having fun
4/6/2023 22:39:53,United States,Research Triangle,Pharmaceutical (including “big pharma”),Prefer not to say,Private,1000-5000,Scientist II,PhD or Equivalent,None,NA,3,108000,N/A (no overtime/salaried),10% of salary,Not Applicable/None,NA,N/A,4% Match with 5% investment,HSA,3.05%,NA,NA
4/7/2023 8:11:29,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Scientist I,PhD or Equivalent,None,NA,2,150000,N/A (no overtime/salaried),18000,8000,15000,NA,4% match,NA,5,NA,NA
4/7/2023 12:43:56,United States,Chicago,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Principal Scientist,PhD or Equivalent,None,NA,5,130000,N/A (no overtime/salaried),20000,3000,10000,RSUs,401k match and additional yearly 401k deposit,Several options.,5,NA,NA
4/8/2023 13:26:49,United States,Boston,Pharmaceutical (including “big pharma”),Alnylam,Public,1000-5000,Scientist,PhD or Equivalent,None,NA,1,120000,N/A (no overtime/salaried),15,20000,15000,20000,401K match 8%,NA,Have not been long enough to have an annual yearly raise,NA,Great work culture
4/10/2023 9:02:03,United States,Philadelphia,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Specialist,Bachelors or Equivalent,None,Pilot-scale clinical manufacturing,6,93000,Comp time,9300,Not Applicable/None,NA,NA,NA,NA,4.5,NA,NA
4/11/2023 19:58:26,United states,"Cambridge, MA",Pharmaceutical (including “big pharma”),Prefer not to say,Private,200-1000,VP,PhD or Equivalent,None,NA,20,312000,N/A (no overtime/salaried),30%,100000 through incentive program,30000,"No stock, but cash program",Competitive boston biotech package. 50% 401k matching,NA,4%,NA,NA
4/12/2023 1:31:21,United States,Los Angeles,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Principal scientist,Masters or Equivalent,None,NA,20,197750,N/A (no overtime/salaried),50000,25000,NA,NA,10% 401k match,NA,2,NA,NA
4/12/2023 10:54:55,United States,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Senior Scientist,PhD or Equivalent,None,Dmpk,3,164000,N/A (no overtime/salaried),32800,35000,10000,One third vestment yearly,4% 401k match,Full,3.5,NA,NA
4/12/2023 11:09:55,United States,New York,Pharmaceutical (including “big pharma”),Prefer not to say,Private,1-50,Scientist,Masters or Equivalent,None,"Scientist - independently conducts R&D experiments to improve drug discovery platform, runs platform, and tests hits with downstream assays as part of tiny team of 1-3 people",7,90000,N/A (no overtime/salaried),9000,Not Applicable/None,0,None,401k matches 4%,None,Company/Institution does not have annual yearly raise,NA,"Work itself has been excellent learning experience, probably accelerating my experience gained beyond the actual years. Management is disappointing as far as making employees happy with compensation/benefits. Management prefers cheapness over all when it comes to labor (preference is for fresh grads, non-phd). Management doesn’t wish to grow internal team and doesn’t want experienced voices to affect direction of company."
4/18/2023 15:31:37,United States,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Scientist,Bachelors or Equivalent,None,"R&D, manage several RAs",15,138000,N/A (no overtime/salaried),28000,10000,NA,NA,NA,NA,2,NA,NA
4/18/2023 22:01:46,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Director,Masters or Equivalent,None,Manage CDMOs,7,197000,N/A (no overtime/salaried),45000,10000,15000,NA,NA,NA,4,NA,NA
4/19/2023 1:18:27,United States,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Principal Scientist,Bachelors or Equivalent,None,NA,22,172370,N/A (no overtime/salaried),34474,34474,NA,NA,"401k match 4.5%, pension, health",NA,4.5,NA,NA
4/21/2023 15:40:59,United States,Los Angeles,Pharmaceutical (including “big pharma”),Takeda,Public,5000+,Manufacturing Associate,Bachelors or Equivalent,None,Drug Substance Purification,1,52000,1.5x base,4200,Not Applicable/None,NA,NA,4% match,NA,3,NA,NA
4/24/2023 10:42:33,United States,Boston,Pharmaceutical (including “big pharma”),Novartis,Public,5000+,"Senior Expert I, Data Science",Masters or Equivalent,None,This position is 1-2 levels above the title of a fresh PhD grad. So it is equivalent to a senior or even principal scientist in other companies.,5,166400,N/A (no overtime/salaried),24960,Not Applicable/None,NA,NA,NA,NA,4,NA,NA
4/26/2023 21:40:33,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Scientist,Bachelors or Equivalent,None,Discovery Biology with dual role project management/bench science,8,125000,N/A (no overtime/salaried),10000,Not Applicable/None,NA,NA,NA,NA,3%,NA,NA
4/27/2023 11:13:30,United States,Boston,Pharmaceutical (including “big pharma”),Amgen,Public,5000+,Intern,Associate’s Degree or Equivalent,None,MFG intern in process development,0,58864,1.5,Not Applicable/None,Not Applicable/None,1500,NA,NA,NA,Have not been long enough to have an annual yearly raise,2500,NA
4/29/2023 14:17:41,United States,Boston,Pharmaceutical (including “big pharma”),Moderna,Public,1000-5000,Sr. Associate,Bachelors or Equivalent,None,Sr associate scientist in QC,3,95000,N/A (no overtime/salaried),10%,Not Applicable/None,20000,25000,6% match,NA,Have not been long enough to have an annual yearly raise,NA,NA
5/5/2023 19:58:24,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Private,1-50,Scientist I,PhD or Equivalent,None,Machine Learning Scientist,0,155000,N/A (no overtime/salaried),15500,Not Applicable/None,15000,20000,NA,NA,Have not been long enough to have an annual yearly raise,NA,NA
5/6/2023 11:11:00,United States,Seattle,Pharmaceutical (including “big pharma”),Prefer not to say,Private,200-1000,Scientist I,PhD or Equivalent,None,NA,2,84000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,5000,None,100% match up to 4%,NA,2,NA,"IMO, CROs require harder work for less pay compared to pharma/biotech. However, this comes with the benefit of job security and exposure to many new skills."
5/6/2023 13:38:44,United States,New York City,Pharmaceutical (including “big pharma”),Roivant Sciences,Public,50-200,Rotational Tech Analyst,Bachelors or Equivalent,None,Data/Software Engineer,2,107000,N/A (no overtime/salaried),17500,30000,10000,RSUs,401k match up to 9500,"Health, dental, vision insurance. HSA contribution match up to 1200.",2500,NA,NA
5/8/2023 20:22:07,United States,Research Triangle,Pharmaceutical (including “big pharma”),Large CDMO,Private,1000-5000,Senior Director Operations,PhD or Equivalent,None,Senior Director Operations,12,230000,N/A (no overtime/salaried),25,2000,NA,$85000 RSU,6%,$170 biweekly family of 3,Have not been long enough to have an annual yearly raise,NA,NA
5/11/2023 13:37:14,United States,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Research Associate I,Bachelors or Equivalent,None,Immunology - In vitro and ex vivo based assays to test safety of developing drug. Flow cytometry panel development for bio markers.,0,80000,N/A (no overtime/salaried),6400,Not Applicable/None,NA,"Offer to buy 8,000 shares at about a dollar per share.",None.,"HMO Kaiser, total out of pocket: $2500",Have not been long enough to have an annual yearly raise,NA,NA
5/15/2023 14:13:26,United States,"Washington, DC",Pharmaceutical (including “big pharma”),AstraZeneca,Private,5000+,Associate Scientist,Bachelors or Equivalent,None,NA,1,70700,"1.5x first 10, 2.0x over 10",8% Base w/ company multiplier (13-14% past two years),Not Applicable/None,0,NA,6% 401k match,"Aetna Health Insurance, HSA available (700 a yr?)","4%, recent starter so not unreasonable",NA,NA
5/15/2023 16:26:08,United States,Philadelphia,Pharmaceutical (including “big pharma”),Eurofins,Public,5000+,Lab Technician,Associate’s Degree or Equivalent,None,NA,1,29000,1.5x base,Not Applicable/None,Not Applicable/None,1000,NA,NA,NA,Have not been long enough to have an annual yearly raise,NA,1/10
5/17/2023 2:35:23,United States,Seattle,Pharmaceutical (including “big pharma”),Prefer not to say,Private,200-1000,QC Associate II,Bachelors or Equivalent,None,Perform routine lab tasks and manage programs to monitor quality of mfg operations,1,75000,1.5x,3%,Not Applicable/None,NA,NA,401k match 4%,NA,Have not been long enough to have an annual yearly raise,NA,NA
5/19/2023 14:55:25,United States,Boston / Remote,Pharmaceutical (including “big pharma”),Prefer not to say,Private,1000-5000,Associate Director,PhD or Equivalent,DABT,Toxicology Program Rep,7,199500,N/A (no overtime/salaried),"40,000","40,000",75000,NA,4.50%,NA,4,NA,NA
5/20/2023 8:30:36,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Associate Director,Masters or Equivalent,"CSCP, CLTD",AD CSC - manage commercial launches and ongoing supply chain,14,175000,N/A (no overtime/salaried),"31,500",85000,NA,NA,401k match 4.5%,NA,Have not been long enough to have an annual yearly raise,NA,NA
5/23/2023 23:20:35,United States,Boston,Pharmaceutical (including “big pharma”),GSK,Public,5000+,Assoicate Scientist,Bachelors or Equivalent,None,NA,0,77000,N/A (no overtime/salaried),6160,Not Applicable/None,3000,0,7% then $1:$1 for next four totaling 15%,NA,Have not been long enough to have an annual yearly raise,NA,NA
5/25/2023 16:01:18,United States,Research Triangle,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Principal Scientist,Bachelors or Equivalent,None,Manage QC lab support for solid dose drug product. 2 reports.,9,84000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,NA,NA,401k match 4%,NA,Have not been long enough to have an annual yearly raise,NA,NA
5/26/2023 11:02:46,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,50-200,Scientist,PhD or Equivalent,None,NA,0,128000,N/A (no overtime/salaried),12800,Not Applicable/None,5000,"60,000 over 4 years at ~$1.5",NA,>$100/year own contribution,Have not been long enough to have an annual yearly raise,NA,NA
6/7/2023 18:13:06,United States,Research Triangle,Pharmaceutical (including “big pharma”),BridgeBio,Public,200-1000,Associate Scientist II,Bachelors or Equivalent,None,NA,3,91500,N/A (no overtime/salaried),9150,5000,NA,"RSUs given annually, milestone bonuses, and an ESPP",5% 401k match,"No deductible and no premium on insurance for employee or family, including domestic partners.",5,NA,"I really like working here. Our site is very isolated from the rest of the company in SF, so we tend to not get bogged down in company politics. We have a lot of autonomy and independence, and very little pressure. My management is really good. I generally work 32 hours a week."
6/13/2023 23:20:45,United States,Boston,Pharmaceutical (including “big pharma”),BioAgilytix Labs,Private,200-1000,Analyst II,Bachelors or Equivalent,None,Within the PK/ADA/NAb analysis team. Run MSD-ECL and ELISA based assays daily in support of validation and sample testing.,2,84000,1.5x base,10%,Not Applicable/None,0,0,"401k offers 100% match up to 3% of salary, after that they match 50% up to 5% of salary.",High deductible plan with HSA (with HSA match deductible is $2500 per year) or PPO.,4%,0,"The experience can vary greatly from team to team. Overall benefits are ok, but you miss out on what larger public companies can offer. CRO industry is highly revenue focused, so workload can be demanding otherwise no money is coming in. The Boston site seems to perform well compared to other locations, is small, and has a lot of talent; but, the company doesn’t want to compete to keep that talent around."
6/20/2023 18:04:31,United States,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Staff Program Manager,Bachelors or Equivalent,PMP,Oncology Companion Diagnostics,7,155000,N/A (no overtime/salaried),17400,Not Applicable/None,10000,ESPP (5% discount),8700,NA,Have not been long enough to have an annual yearly raise,NA,NA
6/24/2023 12:39:09,United States,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,50-200,Sr. Scientist,Bachelors or Equivalent,None,Sr. Scientist -Assay and Technology Development,8,129000,N/A (no overtime/salaried),25800,20000,NA,60000,401k match 4%,"90% Covered, FSA, no HSA",3,NA,NA
6/27/2023 10:30:52,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Sr Project Manager,Masters or Equivalent,None,NA,9,156000,N/A (no overtime/salaried),27000,30000,NA,NA,NA,NA,4%,NA,NA
6/30/2023 23:06:34,United States,Boston,Pharmaceutical (including “big pharma”),Takeda,Public,5000+,Research Associate II,Bachelors or Equivalent,None,NA,3,84000,N/A (no overtime/salaried),8,Not Applicable/None,5000,NA,4% match and non elective 2.5% yearly contribution,NA,5,NA,Very positive
7/2/2023 1:44:20,United States,San Francisco,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Research Scientist I,PhD or Equivalent,None,NA,0,164000,N/A (no overtime/salaried),15%,Not Applicable/None,10000,NA,9% match,NA,Have not been long enough to have an annual yearly raise,10000,NA
7/2/2023 11:55:27,United States,Minneapolis,Pharmaceutical (including “big pharma”),Takeda,Public,5000+,Manufacturing Associate I,Bachelors or Equivalent,None,NA,1,58000,1.5x base,4640,Not Applicable/None,NA,NA,401k 4% match,"Aetna - $54/mo, HSA optional",3,NA,"Good work/life balance, benefits, and people"
7/2/2023 19:33:02,United States,NJ,Pharmaceutical (including “big pharma”),Prefer not to say,Private,5000+,"Associate Director, HEOR",M.D./PharmD/D.D.S. or Equivalent,None,Manage health economics and outcomes research budget for key launch-phase asset.,6,195000,N/A (no overtime/salaried),39000,Not Applicable/None,20000,NA,NA,NA,Have not been long enough to have an annual yearly raise,NA,NA
7/4/2023 3:01:09,United States,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Senior Counsel,M.D./PharmD/D.D.S. or Equivalent,None,NA,14,240000,N/A (no overtime/salaried),48000,20000,NA,NA,100%,NA,Have not been long enough to have an annual yearly raise,NA,NA
7/8/2023 14:17:30,United States,Research Triangle,Pharmaceutical (including “big pharma”),Prefer not to say,Private,200-1000,Project engineer II,Bachelors or Equivalent,None,Validation for commercial mfg equipment for advanced therapies,2,75000,N/A (no overtime/salaried),20000,Not Applicable/None,0,0,5% matching 401k,NA,5%,NA,9/10
7/9/2023 9:31:55,United States,Kansas City,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Senior Associate Scientist I,Bachelors or Equivalent,None,Routine QC testing,2,64500,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,NA,NA,401k 4% @ 100%,HSA - Company adds $400. Premiums $1508/yr,1,NA,NA
7/10/2023 11:37:59,United States,Los Angeles,Pharmaceutical (including “big pharma”),Kite Pharma,Public,50-200,Sr. Research Associate,Masters or Equivalent,None,Analytical Development,2,105000,N/A (no overtime/salaried),15000,13500,5000,16000,"100% match up to $15,000",Full benefits,11,NA,High paced but lots of room to make an impression and get recognized
7/10/2023 16:15:36,United States,Boston,Pharmaceutical (including “big pharma”),Sanofi,Public,5000+,Senior Research Associate,Bachelors or Equivalent,None,Drug Product Gene Therapy Formulations,3,93000,N/A (no overtime/salaried),9300,Not Applicable/None,5000,NA,150% of 6% 401k Match (aka 9% 401k match),Horizon Blue Cross Blue Shield,Have not been long enough to have an annual yearly raise,NA,NA
7/17/2023 19:21:54,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Director,PhD or Equivalent,None,NA,14,255000,N/A (no overtime/salaried),59000,75000,50000,NA,NA,NA,3,NA,NA
7/18/2023 8:31:53,United States,Boston,Pharmaceutical (including “big pharma”),Cytiva,Public,5000+,Filtration Sales Specialist,Masters or Equivalent,None,NA,3,100000,N/A (no overtime/salaried),50000,Not Applicable/None,0,0,4%,NA,4,NA,NA
7/18/2023 20:24:01,United States,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,Research associate,Bachelors or Equivalent,None,Screening and MOA studies,3,87500,N/A (no overtime/salaried),10%,Not Applicable/None,NA,3000 shares,No matching,Good benefits,"$1,000",NA,2/5
7/19/2023 14:00:06,United States,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,Senior Research Associate,Masters or Equivalent,None,Conduct biochemical assays in lead discovery team,0,107500,N/A (no overtime/salaried),17500,Not Applicable/None,5000,"5200 stock options, 25% vested after one year, remaining options vest 1/48th in each subsequent month",4% company 401k match kicks in after 1 year,Medical/vision/dental premiums fully covered by employer,Have not been long enough to have an annual yearly raise,NA,NA
7/20/2023 22:16:49,United States,San Antonio,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,50-200,Research Associate I,Masters or Equivalent,None,Research Associate I - Analytical Development,1,60000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,NA,NA,NA,NA,Have not been long enough to have an annual yearly raise,NA,NA
7/21/2023 11:26:33,United States,New York,Pharmaceutical (including “big pharma”),Merck/MSD,Public,5000+,Clinical Scientist,Bachelors or Equivalent,None,NA,2,95000,N/A (no overtime/salaried),10%,Not Applicable/None,5000,NA,"401k 75% at up to 6%, pension",BCBS,Have not been long enough to have an annual yearly raise,NA,NA
7/26/2023 10:08:33,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Scientist,PhD or Equivalent,None,Scientist - wet lab R&D antibody discovery,0,120000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,12500,0.25% company equity,No retirement,"Full premiums covered for employee, not covered for family",Have not been long enough to have an annual yearly raise,10000,NA
7/26/2023 15:01:24,United States,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Scientist I,Bachelors or Equivalent,None,In vitro DMPK,14,130000,N/A (no overtime/salaried),10%,Not Applicable/None,NA,RSUs,401k up to 5% match,NA,3%,NA,NA
7/29/2023 20:18:58,United States,Boston,Pharmaceutical (including “big pharma”),Bristol Myers Squibb,Public,5000+,Principal Scientist,Masters or Equivalent,None,Bench Scientist,18,150000,N/A (no overtime/salaried),16%,"15,000",0,0,5% 401k match,NA,3,NA,This place is a shit show. The research I did at Novartis was better.
7/31/2023 15:21:09,United states,Research Triangle,Pharmaceutical (including “big pharma”),Prefer not to say,Private,1000-5000,Research Associate I,Bachelors or Equivalent,None,NA,1,64000,N/A (no overtime/salaried),20%,20%,0,20%,40% match,Good,5%,NA,NA
8/1/2023 13:17:08,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,Sr. Process engineer,Masters or Equivalent,None,NA,10,130000,N/A (no overtime/salaried),19500,15000,0,NA,3% match,"Free healthcare, dental, vision.",3%,NA,NA
8/14/2023 11:01:37,United States,Research Triangle,Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,Scientist,PhD or Equivalent,None,"Scientist - Nanoparticle Fabrication; LNP testing and immune assays, manage several projects in cell and mouse models, and oversee 1-2 associate scientists",2,95000,N/A (no overtime/salaried),8% bonus,Not Applicable/None,0,None for entry level,401k match at 6% dollar-for-dollar,full health insurance for self and opt-in for spouse/family; full vision and dental insurance; $500k life insurance policy,Have not been long enough to have an annual yearly raise,NA,Too early to tell yet
8/18/2023 21:02:50,United States,Boston,Pharmaceutical (including “big pharma”),Sanofi,Public,5000+,Research associate,Bachelors or Equivalent,None,NA,0,70000,N/A (no overtime/salaried),7000,Not Applicable/None,5000,NA,401k match 150% match up to 6%,NA,3,NA,NA
8/21/2023 12:44:47,United States,Boston,Pharmaceutical (including “big pharma”),Charles River Labs,Public,5000+,Associate Scientist I/Chemist I,Bachelors or Equivalent,None,Analyze biological samples using protein precipitation and LCMS to analyze new drugs for sponsors.,1,50000,1.5x,2000,Not Applicable/None,NA,NA,401k match 6%,NA,Have not been long enough to have an annual yearly raise,NA,Negative experience overall.
8/22/2023 11:08:10,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,50-200,Associate Scientist,Masters or Equivalent,None,Bioinformatics,4,115000,N/A (no overtime/salaried),11000,Not Applicable/None,5000,28000 at start,No 401k match yet,NA,Have not been long enough to have an annual yearly raise,NA,NA
8/23/2023 20:47:48,United States,Philadelphia,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Scientist,PhD or Equivalent,None,drug product and process development,4,143000,N/A (no overtime/salaried),23000,Not Applicable/None,25000,NA,NA,NA,Have not been long enough to have an annual yearly raise,NA,NA
8/25/2023 23:17:42,United States,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Subsidiary,50-200,scientist II,PhD or Equivalent,None,NA,4,140000,N/A (no overtime/salaried),10%,Not Applicable/None,NA,NA,NA,NA,5%,NA,NA
8/25/2023 23:18:51,United States,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Subsidiary,50-200,scientist II,PhD or Equivalent,None,NA,4,140000,N/A (no overtime/salaried),10%,Not Applicable/None,NA,NA,NA,NA,5%,NA,NA
8/26/2023 20:17:12,United States,Philadelphia,Pharmaceutical (including “big pharma”),Prefer not to say,Private,50-200,Automation Engineer,Bachelors or Equivalent,None,NA,5,120000,N/A (no overtime/salaried),10000,Not Applicable/None,NA,NA,NA,NA,8%,NA,NA
8/31/2023 21:04:50,United States,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,"SVP, clinical operations",Masters or Equivalent,None,global head of clinical operations. Anything touching a clinical trial is under my preview.,21,315000,N/A (no overtime/salaried),95000,50000,40000,150000 (1%),"401k match up to 3.5% salary, no premiums for health insurance, dental, vision (including family)",All premiums paid by company for family.,5%,0,8/10
8/31/2023 23:52:24,United States,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Director,PhD or Equivalent,None,NA,11,230000,N/A (no overtime/salaried),50000,Not Applicable/None,15000,NA,3% 401k match,NA,5%,NA,NA
9/12/2023 11:37:37,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,Document Control Specialist,Bachelors or Equivalent,None,NA,2,73500,N/A (no overtime/salaried),6000,Not Applicable/None,NA,NA,NA,NA,5,NA,NA
9/17/2023 19:04:49,United States,NYC,Pharmaceutical (including “big pharma”),Eisai,Private,5000+,Clinical Data Coordinator,Masters or Equivalent,None,NA,4,80000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,NA,NA,NA,NA,Company/Institution does not have annual yearly raise,NA,NA
9/19/2023 12:41:01,united states,DC,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Sr. Scientist,PhD or Equivalent,None,Lead development of therapeutic program.,5,127000,N/A (no overtime/salaried),12750,Not Applicable/None,NA,7500 shares upon signing and after time vesting,5% match 401k,"health, dental and eye coverage @ approx $300/month",done on an individual basis,NA,NA
9/23/2023 22:38:26,United States,Philadelphia,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Principal Scientist,PhD or Equivalent,None,Discovery Platforms Dev,2,110000,N/A (no overtime/salaried),13000,Not Applicable/None,0,0,11%,NA,Have not been long enough to have an annual yearly raise,NA,NA
9/29/2023 17:15:03,United States,Seattle,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Quality Control Associate II,Bachelors or Equivalent,None,Performance of in-process and product release testing. Ensure product meets specifications,6,79000,1.5x,"3,500",Not Applicable/None,10000,RSUs,"5% 401k match, roth IRAs available",Benefits comparable to industry - automatic $260 yearly contribution to HSA,"5%, not totally sure. Raises also personal, departmental, and company performance based",19500,NA
10/1/2023 22:00:41,United States,Boston,Pharmaceutical (including “big pharma”),Takeda,Public,5000+,Associate Scientific Director,M.D./PharmD/D.D.S. or Equivalent,None,"Medical affairs role.  Strategy, SME, interface with cross functional teams",5,205000,N/A (no overtime/salaried),STIP 20% LTIP $45k/yr,$270k total Comp,10000,$45k/yr,6%,NA,3%,10000,NA
10/1/2023 22:02:49,United States,Chicago,Pharmaceutical (including “big pharma”),Abbvie,Public,5000+,Assoc Medical Director,M.D./PharmD/D.D.S. or Equivalent,None,R&D,6,250000,N/A (no overtime/salaried),30%,410000,105000,95000,6%,NA,Have not been long enough to have an annual yearly raise,4500,NA
10/1/2023 22:32:26,United States,Philadelphia,Pharmaceutical (including “big pharma”),Merck,Public,5000+,"Specialist, Clinical Operations",Bachelors or Equivalent,None,NA,4,105000,N/A (no overtime/salaried),10500,Not Applicable/None,NA,NA,"4.5% 401k match, pension",BCBS,Have not been long enough to have an annual yearly raise,NA,NA
10/10/2023 7:01:45,United States,Boston,Pharmaceutical (including “big pharma”),Generate Biomedicines,Private,200-1000,Scientist I,PhD or Equivalent,None,NA,3,110000,N/A (no overtime/salaried),8000,Not Applicable/None,NA,NA,NA,NA,Have not been long enough to have an annual yearly raise,NA,NA
10/12/2023 7:39:23,United States,Washington DC,Pharmaceutical (including “big pharma”),Miltenyi Biotec/Lentigen,Private,1000-5000,Process Development Associate I,Masters or Equivalent,None,NA,1,72000,1.5x,7000,Not Applicable/None,NA,NA,"Match base on total contribution, typically 75-100%","Free dental and vision, $25 a month HDP",Have not been long enough to have an annual yearly raise,5000,NA
10/14/2023 17:26:10,United States,San Diego,Pharmaceutical (including “big pharma”),TriLink Biotechnologies,Subsidiary,200-1000,Manufacturing Associate II,Bachelors or Equivalent,None,NA,6,62400,"1.5, CA Laws",Not Applicable/None,6%,NA,RSO,401k matches up to 7%,HSA/PPA ~60/mo,3,NA,NA
10/18/2023 14:08:36,United States,Seattle,Pharmaceutical (including “big pharma”),Seagen,Private,1000-5000,Research associate I,Bachelors or Equivalent,None,In-process testing,2,67000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,0,NA,NA,NA,3000,NA,NA
10/18/2023 16:57:12,United States,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Private,1-50,"Senior Manager, Talent Acquisition",Masters or Equivalent,None,NA,11,130000,N/A (no overtime/salaried),13000,Not Applicable/None,NA,NA,NA,NA,Company/Institution does not have annual yearly raise,NA,NA
10/22/2023 16:30:53,United States,Seattle,Pharmaceutical (including “big pharma”),Just-Evotec Biologics,Public,200-1000,Sr. Scientist,PhD or Equivalent,None,Purification Process Development for manufacturing pharmaceutical biologics,5,125000,N/A (no overtime/salaried),10000,Not Applicable/None,20000,Not yet currently built into compensation packages,Matching up to 6% of paycheck.,"Two levels of healthcare, as well as dental and eye. Yearly health fund.",5%,NA,"10/10, a great company"
10/23/2023 17:08:40,United States,St Louis,Pharmaceutical (including “big pharma”),Prefer not to say,Private,5000+,Scientist II,Bachelors or Equivalent,None,NA,8,76500,1.5x base,7500,Not Applicable/None,NA,NA,6% 401k match,NA,3.25,NA,NA
10/24/2023 11:03:12,United States,Indianapolis,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Quality Assurance Representative,Bachelors or Equivalent,None,NA,1,85000,N/A (no overtime/salaried),9000,Not Applicable/None,0,0,6% 401k match + pension,$800/yr company funded HSA,5%,NA,The compensation and benefits does the talking. Paying employees well creates an excellent culture.
10/24/2023 13:20:53,United States,San Diego,Pharmaceutical (including “big pharma”),Genentech,Public,5000+,Engineer I,Bachelors or Equivalent,None,NA,1,90000,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,NA,NA,NA,NA,Have not been long enough to have an annual yearly raise,NA,NA
10/24/2023 15:43:47,United States,Cambridge,Pharmaceutical (including “big pharma”),Novartis,Private,5000+,Associate Scientist II,Bachelors or Equivalent,None,Manage High Throughput Assays and assist with setup of other assays,3,65000,1.5,Not Applicable/None,Not Applicable/None,NA,NA,401k match 10%,HSA contributions,Have not been long enough to have an annual yearly raise,NA,Pretty good
