Timestamp,What country do you work in?,Where is the closest major city or hub?,Biotech sub industry?,Company or Institution Name,Company Details - public/private/start-up/ subsidiary of,Company Detail - Approximate Company Size,Role / Title of current position,Highest achieved Formal Education,List other relevant and recognized certifications,[Optional] Briefly describe your position,Years of Experience,Compensation - Annual Base Salary/Pay,Compensation - Overtime Pay,Compensation - Annual Target Bonus ($),Compensation - Annual Equity,Compensation - Sign on Bonus Value,Compensation - Stock Options,Compensation - Retirement Benefits (free text),Compensation - Healthcare Benefits (free text),Compensation - Most recent annual yearly raise (%),[OPTIONAL] Sign on - Relocation Assistance Total Value,[Optional] Company Review
2023-12-15T04:51:01Z,USA,Bay Area,Medical Devices,Prefer not to say,Public,5000+,QA,Bachelors or Equivalent,None,software qa of machines,,85000,,,,NA,,,,,NA,NA
2023-12-23T09:22:47Z,Usa,Boston,Medical Devices,Prefer not to say,Subsidiary,1000-5000,Associate Medical Director,M.D./PharmD/D.D.S. or Equivalent,None,NA,,300000,,,,40000,,,,,NA,Great
2023-03-29T01:14:36Z,USA,Washington DC,Medical Devices,Senseonics,Public,50-200,Sr Scientist,PhD or Equivalent,None,NA,,127500,,,,NA,,,,,NA,V positive
2023-03-29T12:24:12Z,Usa,Portland Oregon,Medical Devices,Prefer not to say,Start-up,1-50,Staff Scientist,PhD or Equivalent,None,NA,,60000,,,,NA,,,,,NA,NA
2023-03-29T15:19:39Z,USA,San Diego,Medical Devices,QuidelOrtho,Public,1000-5000,Development Associate 3,Bachelors or Equivalent,None,Basically senior research associate. Next level up would be associate scientist. Work on multiplex molecular diagnostics device in assay development,,81000,,,,7000,,,,,NA,Larger biotech company pretty similar to most in regards to employee experience. Very group depend culture
2023-06-22T00:29:35Z,USA,LA,Medical Devices,Prefer not to say,Public,200-1000,Electrical engineer,Bachelors or Equivalent,None,NA,,124000,,,,0,,,,,0,9/10. This year more like 1/10
2023-08-21T22:42:18Z,USA,Research Triangle,Non-profit,Prefer not to say,Private,1000-5000,Bioinformatic Scientist,PhD or Equivalent,None,Computational Biology/Bioinformatics. Genomic analyses,,108000,,,,NA,,,,,NA,NA
2023-06-08T22:55:02Z,United States,San Diego,Oncology,Prefer not to say,Private,1-50,Laboratory Manager,Bachelors or Equivalent,None,Purchasing/EHS/Facilities/Lab operations,,115000,,,,0,,,,,NA,NA
2023-10-27T09:12:07Z,Canada,Toronto,Pharma and biotech,Deep Genomics,Start-up,50-200,Senior Research Scientist,PhD or Equivalent,None,NA,,146000,,,,0,,,,,3000,NA
2023-03-29T19:58:52Z,US,Los Angeles,Pharma CDMO,Iqvia,Public,5000+,Sr Scientist,Masters or Equivalent,None,NA,,105000,,,,0,,,,,NA,NA
2023-11-07T23:51:09Z,America,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Private,1000-5000,Manufacturing Supervisor,Bachelors or Equivalent,None,NA,,130000,,,,NA,,,,,NA,NA
2023-10-27T07:35:25Z,Austria,Vienna,Pharmaceutical (including “big pharma”),Prefer not to say,Private,5000+,Principal Scientist I,PhD or Equivalent,None,NA,,80000,,,,3000,,,,,NA,NA
2023-03-29T22:30:12Z,Canada,Toronto,Pharmaceutical (including “big pharma”),Prefer not to say,Subsidiary,200-1000,Scientist 1,PhD or Equivalent,None,NA,,115000,,,,NA,,,,,NA,NA
2023-03-30T10:54:15Z,Canada,Toronto,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Scientist,PhD or Equivalent,None,Protein engineer,,100000,,,,NA,,,,,NA,NA
2023-04-02T18:48:33Z,Canada,Toronto,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Global Study Manager,Bachelors or Equivalent,None,NA,,115000,,,,NA,,,,,NA,NA
2023-04-12T07:25:05Z,Canada,Montreal,Pharmaceutical (including “big pharma”),Prefer not to say,Private,200-1000,Senior Scientist,Masters or Equivalent,None,Analytical method qualification and development,,85000,,,,0,,,,,NA,NA
2023-09-12T00:45:20Z,Canada,Vancouver,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Research Associate,Masters or Equivalent,None,NA,,83000,,,,0,,,,,NA,NA
2023-10-06T19:34:38Z,Canada,Montreal,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Scientist,PhD or Equivalent,None,NA,,75000,,,,1000,,,,,NA,NA
2023-10-25T21:08:50Z,Canada,Toronto,Pharmaceutical (including “big pharma”),Prefer not to say,Private,50-200,Manager,PhD or Equivalent,None,Manages a department of ~10 FTE,,104000,,,,0,,,,,0,NA
2023-11-21T00:51:40Z,Canada,Toronto,Pharmaceutical (including “big pharma”),Janssen Inc.,Public,5000+,Regulatory Affairs Intern,Bachelors or Equivalent,None,NA,,50000,,,,NA,,,,,NA,NA
2023-09-18T11:42:04Z,China,Shanghai,Pharmaceutical (including “big pharma”),Eli Lilly,Private,5000+,Statistician,PhD or Equivalent,None,NA,,338000,,,,NA,,,,,NA,NA
2023-11-02T01:48:01Z,China,Shanghai/Chengdu,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Director Bioinformatics,PhD or Equivalent,None,NA,,75000,,,,NA,,,,,NA,"The Chinese government offers a lot of talent attraction and retention subsidies for people with PhDs: Housing ($120 per month for a new furnished 2-bed apartment), personal bonuses/grants that can >match my yearly salary (so, my salary was doubled due to this), free public transportation, free access to public amenities (e.g. museums and parks), etc."
2023-03-29T06:32:27Z,Germany,Hamburg,Pharmaceutical (including “big pharma”),Prefer not to say,Private,200-1000,Qualifikation manager,Masters or Equivalent,None,NA,,62000,,,,NA,,,,,NA,NA
2023-03-29T16:03:50Z,Germany,Hamburg,Pharmaceutical (including “big pharma”),Evotec,Public,1000-5000,Scientist,PhD or Equivalent,None,NA,,71000,,,,NA,,,,,NA,NA
2023-03-29T19:50:47Z,Germany,Cologne,Pharmaceutical (including “big pharma”),Miltenyi Biotec,Private,1000-5000,Clinical trial Assistant,Masters or Equivalent,None,Fresher with no previous full time jobs,,50000,,,,NA,,,,,2800,NA
2023-10-28T10:49:49Z,Germany,N/A,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,50-200,Sr Associate Scientist,Masters or Equivalent,None,PhD student,,40000,,,,NA,,,,,NA,NA
2023-10-29T05:52:37Z,Greece,Thessaloniki,Pharmaceutical (including “big pharma”),"Pfizer, CDI",Private,5000+,HPC engineer,Associate’s Degree or Equivalent,None,"Manager, Scientific Computing and HPC. Working as HPC engineer managing supercomputing clusters on premise and cloud.",,43225,,,,NA,,,,,NA,"Good work/life balance, not competitive salary, very difficult to grow."
2023-10-27T08:51:24Z,Hungary,Szeged,Pharmaceutical (including “big pharma”),Pharmacoidea Ltd.,Private,1-50,Scientist,PhD or Equivalent,None,NA,,18300,,,,0,,,,,NA,NA
2023-11-27T17:26:02Z,Ireland,Dublin,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Sr Associate,Masters or Equivalent,None,Process Development/Process Validation,,53000,,,,4000,,,,,NA,NA
2023-09-13T14:54:53Z,Sweden,Copenhagen,Pharmaceutical (including “big pharma”),Prefer not to say,Private,5000+,Associate Director,Masters or Equivalent,None,Pharmacovigilance project manager,,75000,,,,NA,,,,,NA,NA
2023-03-29T13:33:09Z,U.S.A.,Albany,Pharmaceutical (including “big pharma”),Eurofins PSS,Public,5000+,Scientist II,Bachelors or Equivalent,None,Scientist II - method development,,54000,,,,0,,,,,250,Eurofins PSS is good for getting experience and making connections. Not great for getting paid at the level of work you perform.
2023-03-29T19:50:46Z,UK,Cambridge,Pharmaceutical (including “big pharma”),AZ,Private,5000+,Senior Scientist,PhD or Equivalent,None,NA,,53000,,,,NA,,,,,NA,NA
2023-07-01T11:19:38Z,United Kingdom,Cambridge,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Research Associate,Bachelors or Equivalent,None,NA,,30700,,,,NA,,,,,NA,NA
2023-07-31T14:58:40Z,United Kingdom,London,Pharmaceutical (including “big pharma”),Prefer not to say,Private,50-200,Senior Scientist,PhD or Equivalent,None,"Manage people, projects, tech dev",,52500,,,,0,,,,,0,Excellent!
2023-08-18T13:10:57Z,United Kingdom,London,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Research Scientist II,Bachelors or Equivalent,None,Lead lab based research biologist on a R&D program to be fast tracked to clinic,,58000,,,,0,,,,,0,NA
2023-03-29T11:40:16Z,United Kingdom,Oxford,Pharmaceutical (including “big pharma”),Immunocore,Public,200-1000,Senior scientist,PhD or Equivalent,None,NA,,53056,,,,NA,,,,,NA,NA
2023-04-11T01:36:23Z,United Kingdom,London,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,HEOR Director,PhD or Equivalent,None,NA,,174000,,,,43000,,,,,NA,NA
2023-08-01T00:27:17Z,United Kingdom,Liverpool,Pharmaceutical (including “big pharma”),Prefer not to say,Private,200-1000,Scientist,PhD or Equivalent,None,DSP Process development scientist working on the purification of CGT therapies at a CDMO,,37000,,,,3000,,,,,0,NA
2023-03-29T01:09:43Z,United States,Seattle,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Senior Quality Manager,Bachelors or Equivalent,ASQ,Quality System & Data Implementation and Governance with direct reports,,155000,,,,NA,,,,,NA,NA
2023-03-29T01:27:26Z,United States,Boston,Pharmaceutical (including “big pharma”),Intellia,Public,200-1000,Associate Scientist,Masters or Equivalent,None,NA,,105000,,,,NA,,,,,NA,NA
2023-03-29T02:18:28Z,United States,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Research Associate I,Bachelors or Equivalent,None,NA,,76000,,,,11000,,,,,NA,NA
2023-03-29T06:07:56Z,United States,Chicago,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Principal Scientist,M.D./PharmD/D.D.S. or Equivalent,None,"Late Stage Biopharmaceutical Development, Manage 4 junior scientists",,160000,,,,10000,,,,,NA,NA
2023-03-29T07:24:27Z,United States,Boston,Pharmaceutical (including “big pharma”),CRISPR Therapeutics,Public,200-1000,Automation Engineer II,Bachelors or Equivalent,None,"Develop liquid handling methods, manage both custom and commercial LIMS and ELN softwares",,85000,,,,0,,,,,NA,NA
2023-03-29T07:55:06Z,United States,Boston,Pharmaceutical (including “big pharma”),Vertex,Public,1000-5000,Sr Principal Scientist,M.D./PharmD/D.D.S. or Equivalent,MS,"Sr Principal Scientist, Veterinarian",,200000,,,,0,,,,,NA,NA
2023-03-29T08:18:47Z,United States,Philadelphia,Pharmaceutical (including “big pharma”),Prefer not to say,Private,200-1000,Sr QA Specialist,Bachelors or Equivalent,None,NA,,108000,,,,NA,,,,,NA,NA
2023-03-29T08:38:13Z,United states,Washington DC Capitol Region,Pharmaceutical (including “big pharma”),AstraZeneca,Public,5000+,Senior Scientist,PhD or Equivalent,None,NA,,109000,,,,NA,,,,,NA,NA
2023-03-29T09:02:48Z,United States,Boston,Pharmaceutical (including “big pharma”),Bluebird bio,Public,200-1000,Quality Senior Specialist II,Bachelors or Equivalent,None,NA,,106000,,,,10000,,,,,NA,"Love working there; excellent benefits, good pay, great team; just wish the company had a brighter future and less volatile stock"
2023-03-29T09:09:09Z,United States,Research Triangle,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Engineer II,Bachelors or Equivalent,None,MSAT Process Engineer,,84000,,,,NA,,,,,NA,NA
2023-03-29T09:47:04Z,United States,Houston,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,50-200,Manufacturing associate,Bachelors or Equivalent,None,Upstream manufacturing associate in gene therapy,,75000,,,,NA,,,,,NA,NA
2023-03-29T09:55:06Z,United States,Philadelphia,Pharmaceutical (including “big pharma”),"Tempus Labs, Inc",Private,1000-5000,Translational Research Solutions Scientist,PhD or Equivalent,None,Data scientist supporting real-world analytics business,,166500,,,,NA,,,,,NA,I do like this company. Happy with the pay and my managers are reasonable/down to earth
2023-03-29T10:21:13Z,United states,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Manager,Masters or Equivalent,None,NA,,150000,,,,15000,,,,,20000,NA
2023-03-29T11:10:45Z,United States,bay area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Scientist I,PhD or Equivalent,None,Scientist I - Independent contributor in a small research team,,125000,,,,5000,,,,,20000,NA
2023-03-29T11:28:34Z,United States,Oklahoma City,Pharmaceutical (including “big pharma”),Prefer not to say,Private,200-1000,Manufacturing Associate,Masters or Equivalent,None,Manufacturing operator of downstream processing,,56712,,,,NA,,,,,NA,NA
2023-03-29T11:36:51Z,United States,Boston,Pharmaceutical (including “big pharma”),Moderna,Public,1000-5000,Senior Research Associate,Bachelors or Equivalent,None,NA,,94500,,,,NA,,,,,NA,"So far so good. I’ve noticed they do invest back in their people, so that’s nice. It does seem like there’s a ceiling for growth without a PhD and promotions are infrequent."
2023-03-29T11:42:04Z,United States,NYC,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Senior computational biologist,PhD or Equivalent,None,"Sr computational biologist, process and analyze NGS data",,172500,,,,NA,,,,,NA,NA
2023-03-29T12:19:32Z,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,50-200,Scientist I,PhD or Equivalent,None,"In vivo pharmacology scientist. Design and management of studies, including tissue collection and analyses. Manage associate scientists",,114000,,,,5000,,,,,NA,NA
2023-03-29T13:01:24Z,United States,Boston,Pharmaceutical (including “big pharma”),Vertex Pharmaceuticals,Public,5000+,Research Associate,Bachelors or Equivalent,None,NA,,70000,,,,NA,,,,,NA,9/10
2023-03-29T13:46:05Z,United States,Los Angeles,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1-50,Associate Director,Bachelors or Equivalent,None,Manage team of process engineers to support manufacturing,,162000,,,,0,,,,,15000,"0/5 stars. Great people, but ruined by mismanagement and greed by C Suite"
2023-03-29T14:12:39Z,United states,Research Triangle,Pharmaceutical (including “big pharma”),Biogen,Public,5000+,Senior Process Engineer II,Bachelors or Equivalent,PE,Gene Therapy Downstream Process Engineer,,135000,,,,7500,,,,,NA,NA
2023-03-29T14:19:22Z,United States,"Washington, DC",Pharmaceutical (including “big pharma”),AstraZeneca,Public,5000+,Sr. Scientist,PhD or Equivalent,None,Cancer immunology,,118800,,,,4000,,,,,NA,NA
2023-03-29T14:26:19Z,United States,New Jersey,Pharmaceutical (including “big pharma”),Prefer not to say,Private,1-50,Vice President,PhD or Equivalent,None,NA,,150000,,,,NA,,,,,NA,Idiosyncratic
2023-03-29T15:21:23Z,United States,Philadelphia,Pharmaceutical (including “big pharma”),WuXi,Public,200-1000,Senior Manufacturing Associate,Bachelors or Equivalent,None,Oversee GMP manufacturing and provide some support from within the cleanroom. Basically inbetween a lab tech and a supervisor/manager,,72800,,,,NA,,,,,NA,It sucks! They underpay compared to their peers in the area and they don’t treat their employees very well. If I cared about myself enough I would’ve quit here a while ago. They are also doing a lot of poor restructuring at the moment and making everything worse. Avoid!
2023-03-29T19:07:23Z,United States,Philadelphia,Pharmaceutical (including “big pharma”),Merck,Public,5000+,"Specialist, Engineering",Bachelors or Equivalent,None,Technical Operations - SME,,96000,,,,5000,,,,,10000,NA
2023-03-29T21:07:16Z,United States,St. Louis,Pharmaceutical (including “big pharma”),Prefer not to say,Private,200-1000,Scientist 1,Masters or Equivalent,None,QA-Data Review,,45000,,,,0,,,,,NA,NA
2023-03-29T23:17:11Z,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,50-200,Scientist I,PhD or Equivalent,None,"New scientist, develop new methods for drug delivery",,127500,,,,0,,,,,NA,NA
2023-03-29T23:24:47Z,United States,Los Angeles,Pharmaceutical (including “big pharma”),Immunitybio,Public,200-1000,Sr. Associate,Bachelors or Equivalent,None,Quality Systems,,76400,,,,0,,,,,0,"Depends on the team. The people on the QS team are all pretty cool. There was a lot of support and opportunities for development. Right now most of the teams are super lean and it’s a lot of work. Not much room to explore other departments which is what I wanted when I joined. 
People in MFG and QC get promoted super fast."
2023-03-30T12:10:36Z,United States,Boston,Pharmaceutical (including “big pharma”),Pfizer,Public,5000+,Scientist,Bachelors or Equivalent,None,Discovery,,102000,,,,0,,,,,NA,Pretty good work environment in my department if your in the right group
2023-03-30T14:30:15Z,United States,Bay Area,Pharmaceutical (including “big pharma”),Bausch Health Companies,Public,5000+,Scientist II,PhD or Equivalent,None,Scientist II- Analytical Development,,120000,,,,NA,,,,,NA,NA
2023-03-30T21:43:05Z,United states,Bay area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Associate scientist,Masters or Equivalent,None,Bio marker scientist,,120000,,,,0,,,,,NA,NA
2023-04-01T13:12:35Z,United States,Pittsburgh,Pharmaceutical (including “big pharma”),Prefer not to say,Private,1-50,Director,M.D./PharmD/D.D.S. or Equivalent,None,Business Development Director- Support partnering of assets,,124000,,,,0,,,,,NA,NA
2023-04-02T19:55:18Z,United States,Research Triangle,Pharmaceutical (including “big pharma”),Pfizer,Public,5000+,Sr. Validation Engineer,Bachelors or Equivalent,None,"Sr. Validation Engineer, qualify equipment, utilities, computer systems, no direct reports.",,100000,,,,10000,,,,,20000,NA
2023-04-03T14:35:52Z,United States,Research Triangle,Pharmaceutical (including “big pharma”),Prefer not to say,Private,5000+,Associate Scientist,Bachelors or Equivalent,None,NA,,71500,,,,NA,,,,,NA,NA
2023-04-03T15:41:12Z,United States,Syracuse,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Laboratory technician,Masters or Equivalent,None,NA,,54350,,,,0,,,,,NA,Bad
2023-04-04T22:44:52Z,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Senior Research Associate,Masters or Equivalent,None,NA,,94500,,,,NA,,,,,NA,NA
2023-04-04T22:46:40Z,United States,Boston,Pharmaceutical (including “big pharma”),Sanofi,Public,5000+,Senior Research Associate,Masters or Equivalent,None,CMC,,88900,,,,NA,,,,,NA,:( not having fun
2023-04-06T22:39:53Z,United States,Research Triangle,Pharmaceutical (including “big pharma”),Prefer not to say,Private,1000-5000,Scientist II,PhD or Equivalent,None,NA,,108000,,,,NA,,,,,NA,NA
2023-04-07T08:11:29Z,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Scientist I,PhD or Equivalent,None,NA,,150000,,,,15000,,,,,NA,NA
2023-04-07T12:43:56Z,United States,Chicago,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Principal Scientist,PhD or Equivalent,None,NA,,130000,,,,10000,,,,,NA,NA
2023-04-08T13:26:49Z,United States,Boston,Pharmaceutical (including “big pharma”),Alnylam,Public,1000-5000,Scientist,PhD or Equivalent,None,NA,,120000,,,,15000,,,,,NA,Great work culture
2023-04-10T09:02:03Z,United States,Philadelphia,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Specialist,Bachelors or Equivalent,None,Pilot-scale clinical manufacturing,,93000,,,,NA,,,,,NA,NA
2023-04-11T19:58:26Z,United states,"Cambridge, MA",Pharmaceutical (including “big pharma”),Prefer not to say,Private,200-1000,VP,PhD or Equivalent,None,NA,,312000,,,,30000,,,,,NA,NA
2023-04-12T01:31:21Z,United States,Los Angeles,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Principal scientist,Masters or Equivalent,None,NA,,197750,,,,NA,,,,,NA,NA
2023-04-12T10:54:55Z,United States,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Senior Scientist,PhD or Equivalent,None,Dmpk,,164000,,,,10000,,,,,NA,NA
2023-04-12T11:09:55Z,United States,New York,Pharmaceutical (including “big pharma”),Prefer not to say,Private,1-50,Scientist,Masters or Equivalent,None,"Scientist - independently conducts R&D experiments to improve drug discovery platform, runs platform, and tests hits with downstream assays as part of tiny team of 1-3 people",,90000,,,,0,,,,,NA,"Work itself has been excellent learning experience, probably accelerating my experience gained beyond the actual years. Management is disappointing as far as making employees happy with compensation/benefits. Management prefers cheapness over all when it comes to labor (preference is for fresh grads, non-phd). Management doesn’t wish to grow internal team and doesn’t want experienced voices to affect direction of company."
2023-04-18T15:31:36Z,United States,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Scientist,Bachelors or Equivalent,None,"R&D, manage several RAs",,138000,,,,NA,,,,,NA,NA
2023-04-18T22:01:45Z,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Director,Masters or Equivalent,None,Manage CDMOs,,197000,,,,15000,,,,,NA,NA
2023-04-19T01:18:26Z,United States,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Principal Scientist,Bachelors or Equivalent,None,NA,,172370,,,,NA,,,,,NA,NA
2023-04-21T15:40:58Z,United States,Los Angeles,Pharmaceutical (including “big pharma”),Takeda,Public,5000+,Manufacturing Associate,Bachelors or Equivalent,None,Drug Substance Purification,,52000,,,,NA,,,,,NA,NA
2023-04-24T10:42:32Z,United States,Boston,Pharmaceutical (including “big pharma”),Novartis,Public,5000+,"Senior Expert I, Data Science",Masters or Equivalent,None,This position is 1-2 levels above the title of a fresh PhD grad. So it is equivalent to a senior or even principal scientist in other companies.,,166400,,,,NA,,,,,NA,NA
2023-04-26T21:40:33Z,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Scientist,Bachelors or Equivalent,None,Discovery Biology with dual role project management/bench science,,125000,,,,NA,,,,,NA,NA
2023-04-27T11:13:30Z,United States,Boston,Pharmaceutical (including “big pharma”),Amgen,Public,5000+,Intern,Associate’s Degree or Equivalent,None,MFG intern in process development,,58864,,,,1500,,,,,2500,NA
2023-04-29T14:17:40Z,United States,Boston,Pharmaceutical (including “big pharma”),Moderna,Public,1000-5000,Sr. Associate,Bachelors or Equivalent,None,Sr associate scientist in QC,,95000,,,,20000,,,,,NA,NA
2023-05-05T19:58:24Z,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Private,1-50,Scientist I,PhD or Equivalent,None,Machine Learning Scientist,,155000,,,,15000,,,,,NA,NA
2023-05-06T11:11:00Z,United States,Seattle,Pharmaceutical (including “big pharma”),Prefer not to say,Private,200-1000,Scientist I,PhD or Equivalent,None,NA,,84000,,,,5000,,,,,NA,"IMO, CROs require harder work for less pay compared to pharma/biotech. However, this comes with the benefit of job security and exposure to many new skills."
2023-05-06T13:38:43Z,United States,New York City,Pharmaceutical (including “big pharma”),Roivant Sciences,Public,50-200,Rotational Tech Analyst,Bachelors or Equivalent,None,Data/Software Engineer,,107000,,,,10000,,,,,NA,NA
2023-05-08T20:22:06Z,United States,Research Triangle,Pharmaceutical (including “big pharma”),Large CDMO,Private,1000-5000,Senior Director Operations,PhD or Equivalent,None,Senior Director Operations,,230000,,,,NA,,,,,NA,NA
2023-05-11T13:37:14Z,United States,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Research Associate I,Bachelors or Equivalent,None,Immunology - In vitro and ex vivo based assays to test safety of developing drug. Flow cytometry panel development for bio markers.,,80000,,,,NA,,,,,NA,NA
2023-05-15T14:13:25Z,United States,"Washington, DC",Pharmaceutical (including “big pharma”),AstraZeneca,Private,5000+,Associate Scientist,Bachelors or Equivalent,None,NA,,70700,,,,0,,,,,NA,NA
2023-05-15T16:26:07Z,United States,Philadelphia,Pharmaceutical (including “big pharma”),Eurofins,Public,5000+,Lab Technician,Associate’s Degree or Equivalent,None,NA,,29000,,,,1000,,,,,NA,1/10
2023-05-17T02:35:23Z,United States,Seattle,Pharmaceutical (including “big pharma”),Prefer not to say,Private,200-1000,QC Associate II,Bachelors or Equivalent,None,Perform routine lab tasks and manage programs to monitor quality of mfg operations,,75000,,,,NA,,,,,NA,NA
2023-05-19T14:55:24Z,United States,Boston / Remote,Pharmaceutical (including “big pharma”),Prefer not to say,Private,1000-5000,Associate Director,PhD or Equivalent,DABT,Toxicology Program Rep,,199500,,,,75000,,,,,NA,NA
2023-05-20T08:30:36Z,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Associate Director,Masters or Equivalent,"CSCP, CLTD",AD CSC - manage commercial launches and ongoing supply chain,,175000,,,,NA,,,,,NA,NA
2023-05-23T23:20:34Z,United States,Boston,Pharmaceutical (including “big pharma”),GSK,Public,5000+,Assoicate Scientist,Bachelors or Equivalent,None,NA,,77000,,,,3000,,,,,NA,NA
2023-05-25T16:01:17Z,United States,Research Triangle,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Principal Scientist,Bachelors or Equivalent,None,Manage QC lab support for solid dose drug product. 2 reports.,,84000,,,,NA,,,,,NA,NA
2023-05-26T11:02:46Z,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,50-200,Scientist,PhD or Equivalent,None,NA,,128000,,,,5000,,,,,NA,NA
2023-06-07T18:13:05Z,United States,Research Triangle,Pharmaceutical (including “big pharma”),BridgeBio,Public,200-1000,Associate Scientist II,Bachelors or Equivalent,None,NA,,91500,,,,NA,,,,,NA,"I really like working here. Our site is very isolated from the rest of the company in SF, so we tend to not get bogged down in company politics. We have a lot of autonomy and independence, and very little pressure. My management is really good. I generally work 32 hours a week."
2023-06-13T23:20:44Z,United States,Boston,Pharmaceutical (including “big pharma”),BioAgilytix Labs,Private,200-1000,Analyst II,Bachelors or Equivalent,None,Within the PK/ADA/NAb analysis team. Run MSD-ECL and ELISA based assays daily in support of validation and sample testing.,,84000,,,,0,,,,,0,"The experience can vary greatly from team to team. Overall benefits are ok, but you miss out on what larger public companies can offer. CRO industry is highly revenue focused, so workload can be demanding otherwise no money is coming in. The Boston site seems to perform well compared to other locations, is small, and has a lot of talent; but, the company doesn’t want to compete to keep that talent around."
2023-06-20T18:04:31Z,United States,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Staff Program Manager,Bachelors or Equivalent,PMP,Oncology Companion Diagnostics,,155000,,,,10000,,,,,NA,NA
2023-06-24T12:39:09Z,United States,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,50-200,Sr. Scientist,Bachelors or Equivalent,None,Sr. Scientist -Assay and Technology Development,,129000,,,,NA,,,,,NA,NA
2023-06-27T10:30:51Z,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Sr Project Manager,Masters or Equivalent,None,NA,,156000,,,,NA,,,,,NA,NA
2023-06-30T23:06:34Z,United States,Boston,Pharmaceutical (including “big pharma”),Takeda,Public,5000+,Research Associate II,Bachelors or Equivalent,None,NA,,84000,,,,5000,,,,,NA,Very positive
2023-07-02T01:44:19Z,United States,San Francisco,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Research Scientist I,PhD or Equivalent,None,NA,,164000,,,,10000,,,,,10000,NA
2023-07-02T11:55:27Z,United States,Minneapolis,Pharmaceutical (including “big pharma”),Takeda,Public,5000+,Manufacturing Associate I,Bachelors or Equivalent,None,NA,,58000,,,,NA,,,,,NA,"Good work/life balance, benefits, and people"
2023-07-02T19:33:01Z,United States,NJ,Pharmaceutical (including “big pharma”),Prefer not to say,Private,5000+,"Associate Director, HEOR",M.D./PharmD/D.D.S. or Equivalent,None,Manage health economics and outcomes research budget for key launch-phase asset.,,195000,,,,20000,,,,,NA,NA
2023-07-04T03:01:08Z,United States,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Senior Counsel,M.D./PharmD/D.D.S. or Equivalent,None,NA,,240000,,,,NA,,,,,NA,NA
2023-07-08T14:17:30Z,United States,Research Triangle,Pharmaceutical (including “big pharma”),Prefer not to say,Private,200-1000,Project engineer II,Bachelors or Equivalent,None,Validation for commercial mfg equipment for advanced therapies,,75000,,,,0,,,,,NA,9/10
